"node","clade_signature","trait_1_p1_mean","trait_1_p1_sd","trait_1_n_matching_trees","n_total_trees","trait_2_p1_mean","trait_2_p1_sd","trait_2_n_matching_trees","trait_1","trait_2"
136,"Craseonycteris_thonglongyai||Megaderma_lyra||Saharaderma_pseudovampyrus",0.988,0.0238190457150473,50,50,0.596,0.11773370158878,50,"Echolocation","Cave_deposit"
137,"Megaderma_lyra||Saharaderma_pseudovampyrus",0.988,0.0238190457150473,50,50,0.603,0.112217900278241,50,"Echolocation","Cave_deposit"
138,"Carcinipteryx_liaudae||Carcinipteryx_maximinensis||Carcinipteryx_trassounius||Chadronycteris_rabenae||Cistugo_lesueuri||Cuvierimops_parisiensis||Furipterus_horrens||Macrotus_waterhousii||Microchiropteryx_folieae||Miniopterus_schreibersii||Mixopteryx_dubia||Mixopteryx_perrierensis||Mixopteryx_weithoferi||Myotis_lucifugus||Mystacina_tuberculata||Myzopoda_aurita||Natalus_stramineus||Noctilio_leporinus||Nycteris_thebaica||Phasmatonycteris_butleri||Phasmatonycteris_phiomensis||Pteronotus_parnellii||Saccopteryx_bilineata||Stehlinia_minor||Tachypteron_franzeni||Tadarida_brasiliensis||Thyroptera_tricolor",0.989,0.0253344969299546,50,50,0.092,0.0477664385637157,50,"Echolocation","Cave_deposit"
139,"Chadronycteris_rabenae||Cistugo_lesueuri||Cuvierimops_parisiensis||Microchiropteryx_folieae||Miniopterus_schreibersii||Myotis_lucifugus||Myzopoda_aurita||Natalus_stramineus||Phasmatonycteris_butleri||Phasmatonycteris_phiomensis||Stehlinia_minor||Tachypteron_franzeni||Tadarida_brasiliensis",0.991,0.0261276302259598,50,50,0.1,0.0473803541479343,50,"Echolocation","Cave_deposit"
140,"Chadronycteris_rabenae||Cistugo_lesueuri||Cuvierimops_parisiensis||Miniopterus_schreibersii||Myotis_lucifugus||Myzopoda_aurita||Natalus_stramineus||Phasmatonycteris_butleri||Phasmatonycteris_phiomensis||Stehlinia_minor||Tachypteron_franzeni||Tadarida_brasiliensis",0.992,0.0233867222053499,50,50,0.105,0.0656599153958937,50,"Echolocation","Cave_deposit"
141,"Myzopoda_aurita||Phasmatonycteris_butleri||Phasmatonycteris_phiomensis",0.989,0.0232335085247009,50,50,0.228,0.0964470881692471,50,"Echolocation","Cave_deposit"
142,"Phasmatonycteris_butleri||Phasmatonycteris_phiomensis",0.985,0.0271991896637997,50,50,0.238,0.0939821954479916,50,"Echolocation","Cave_deposit"
143,"Chadronycteris_rabenae||Cistugo_lesueuri||Cuvierimops_parisiensis||Miniopterus_schreibersii||Myotis_lucifugus||Natalus_stramineus||Stehlinia_minor||Tachypteron_franzeni||Tadarida_brasiliensis",0.99,0.0247435829652697,50,50,0.113,0.0712927279687381,50,"Echolocation","Cave_deposit"
144,"Chadronycteris_rabenae||Cistugo_lesueuri||Cuvierimops_parisiensis||Miniopterus_schreibersii||Myotis_lucifugus||Stehlinia_minor||Tachypteron_franzeni||Tadarida_brasiliensis",0.994,0.0164130361329658,50,50,0.11,0.0677630927178938,50,"Echolocation","Cave_deposit"
145,"Chadronycteris_rabenae||Cistugo_lesueuri||Cuvierimops_parisiensis||Miniopterus_schreibersii||Myotis_lucifugus||Tachypteron_franzeni||Tadarida_brasiliensis",0.997,0.0119948968741048,50,50,0.109,0.071919739846525,50,"Echolocation","Cave_deposit"
146,"Cuvierimops_parisiensis||Tadarida_brasiliensis",0.991,0.0240958968477614,50,50,0.025,0.0338815463589469,50,"Echolocation","Cave_deposit"
147,"Chadronycteris_rabenae||Cistugo_lesueuri||Miniopterus_schreibersii||Myotis_lucifugus||Tachypteron_franzeni",0.997,0.0119948968741048,50,50,0.132,0.0747512882968636,50,"Echolocation","Cave_deposit"
148,"Miniopterus_schreibersii||Tachypteron_franzeni",0.999,0.00707106781186548,50,50,0.156,0.0753495256813748,50,"Echolocation","Cave_deposit"
149,"Chadronycteris_rabenae||Cistugo_lesueuri||Myotis_lucifugus",0.992,0.021092604371762,50,50,0.248,0.112013118765215,50,"Echolocation","Cave_deposit"
150,"Chadronycteris_rabenae||Cistugo_lesueuri",0.989,0.0232335085247009,50,50,0.253,0.116675898565738,50,"Echolocation","Cave_deposit"
151,"Carcinipteryx_liaudae||Carcinipteryx_maximinensis||Carcinipteryx_trassounius||Furipterus_horrens||Macrotus_waterhousii||Mixopteryx_dubia||Mixopteryx_perrierensis||Mixopteryx_weithoferi||Mystacina_tuberculata||Noctilio_leporinus||Nycteris_thebaica||Pteronotus_parnellii||Saccopteryx_bilineata||Thyroptera_tricolor",0.989,0.0232335085247009,50,50,0.034,0.0409579176766613,50,"Echolocation","Cave_deposit"
152,"Furipterus_horrens||Macrotus_waterhousii||Mystacina_tuberculata||Noctilio_leporinus||Pteronotus_parnellii||Thyroptera_tricolor",0.996,0.0137023757808935,50,50,0.519,0.117321292672241,50,"Echolocation","Cave_deposit"
153,"Furipterus_horrens||Macrotus_waterhousii||Noctilio_leporinus||Pteronotus_parnellii||Thyroptera_tricolor",0.998,0.00989743318610788,50,50,0.529,0.124166609596846,50,"Echolocation","Cave_deposit"
154,"Macrotus_waterhousii||Pteronotus_parnellii",1,0,50,50,0.993,0.0175254916376933,50,"Echolocation","Cave_deposit"
155,"Furipterus_horrens||Noctilio_leporinus||Thyroptera_tricolor",0.999,0.00707106781186548,50,50,0.35,0.124539969815448,50,"Echolocation","Cave_deposit"
156,"Furipterus_horrens||Noctilio_leporinus",1,0,50,50,0.354,0.115987332172483,50,"Echolocation","Cave_deposit"
157,"Carcinipteryx_liaudae||Carcinipteryx_maximinensis||Carcinipteryx_trassounius||Mixopteryx_dubia||Mixopteryx_perrierensis||Mixopteryx_weithoferi||Nycteris_thebaica||Saccopteryx_bilineata",0.989,0.0232335085247009,50,50,0.01,0.0202030508910442,50,"Echolocation","Cave_deposit"
158,"Carcinipteryx_liaudae||Carcinipteryx_maximinensis",0.99,0.0225876975726313,50,50,0.004,0.0137023757808935,50,"Echolocation","Cave_deposit"
159,"Carcinipteryx_trassounius||Mixopteryx_dubia||Mixopteryx_perrierensis||Mixopteryx_weithoferi||Nycteris_thebaica||Saccopteryx_bilineata",0.991,0.0261276302259598,50,50,0.014,0.028642768079662,50,"Echolocation","Cave_deposit"
160,"Mixopteryx_dubia||Mixopteryx_perrierensis||Mixopteryx_weithoferi||Nycteris_thebaica||Saccopteryx_bilineata",0.987,0.0282301040648136,50,50,0.012,0.0258725289661069,50,"Echolocation","Cave_deposit"
161,"Mixopteryx_dubia||Mixopteryx_perrierensis||Mixopteryx_weithoferi||Saccopteryx_bilineata",0.987,0.0299829883740219,50,50,0.01,0.0247435829652697,50,"Echolocation","Cave_deposit"
162,"Mixopteryx_dubia||Mixopteryx_perrierensis||Mixopteryx_weithoferi",0.983,0.0329036937322315,50,50,0.007,0.0202282889407233,50,"Echolocation","Cave_deposit"
163,"Mixopteryx_dubia||Mixopteryx_perrierensis",0.984,0.0326390275965596,50,50,0.005,0.0182107839771171,50,"Echolocation","Cave_deposit"
